Entry	Ensembl_Protein	isomap:M20200405A94466D2655679D1FD8953E075198DA823CF7DE	Entry name	Status	Organism	Length
Q96DC9	ENSP00000203664	ENSP00000203664 -> Q96DC9-1	OTUB2_HUMAN	reviewed	Homo sapiens (Human)	234
Q01664	ENSP00000204517		TFAP4_HUMAN	reviewed	Homo sapiens (Human)	338
Q8N8D1	ENSP00000204549		PDCD7_HUMAN	reviewed	Homo sapiens (Human)	485
Q9NZD8	ENSP00000204566	ENSP00000204566 -> Q9NZD8-1	SPG21_HUMAN	reviewed	Homo sapiens (Human)	308
Q9H2X0	ENSP00000204604	ENSP00000204604 -> Q9H2X0-1	CHRD_HUMAN	reviewed	Homo sapiens (Human)	955
Q9UJJ9	ENSP00000204679		GNPTG_HUMAN	reviewed	Homo sapiens (Human)	305
Q08378	ENSP00000204726	ENSP00000204726 -> Q08378-1	GOGA3_HUMAN	reviewed	Homo sapiens (Human)	1498
P98172	ENSP00000204961		EFNB1_HUMAN	reviewed	Homo sapiens (Human)	346
Q92896	ENSP00000205061	ENSP00000205061 -> Q92896-2	GSLG1_HUMAN	reviewed	Homo sapiens (Human)	1179
Q9NYJ7	ENSP00000205143	ENSP00000205143 -> Q9NYJ7-1	DLL3_HUMAN	reviewed	Homo sapiens (Human)	618
Q8WUY8	ENSP00000205194		NAT14_HUMAN	reviewed	Homo sapiens (Human)	206
Q4L235	ENSP00000205214	ENSP00000205214 -> Q4L235-1	ACSF4_HUMAN	reviewed	Homo sapiens (Human)	1098
P09622	ENSP00000205402	ENSP00000205402 -> P09622-1	DLDH_HUMAN	reviewed	Homo sapiens (Human)	509
O95255	ENSP00000205557	ENSP00000205557 -> O95255-1	MRP6_HUMAN	reviewed	Homo sapiens (Human)	1503
Q9NX76	ENSP00000205636		CKLF6_HUMAN	reviewed	Homo sapiens (Human)	183
P02749	ENSP00000205948		APOH_HUMAN	reviewed	Homo sapiens (Human)	345
O75391	ENSP00000206020		SPAG7_HUMAN	reviewed	Homo sapiens (Human)	227
Q76M96	ENSP00000206423	ENSP00000206423 -> Q76M96-1	CCD80_HUMAN	reviewed	Homo sapiens (Human)	950
Q9H6D7	ENSP00000206474	ENSP00000206474 -> Q9H6D7-1	HAUS4_HUMAN	reviewed	Homo sapiens (Human)	363
Q15744	ENSP00000206513		CEBPE_HUMAN	reviewed	Homo sapiens (Human)	281
Q9NPF4	ENSP00000206542		OSGEP_HUMAN	reviewed	Homo sapiens (Human)	335
Q7L622	ENSP00000206595		G2E3_HUMAN	reviewed	Homo sapiens (Human)	706
P22735	ENSP00000206765	ENSP00000206765 -> P22735-1	TGM1_HUMAN	reviewed	Homo sapiens (Human)	817
Q96SF7	ENSP00000207157	ENSP00000207157 -> Q96SF7-2	TBX15_HUMAN	reviewed	Homo sapiens (Human)	602
Q9UIF3	ENSP00000207457		TEKT2_HUMAN	reviewed	Homo sapiens (Human)	430
Q70J99	ENSP00000207549	ENSP00000207549 -> Q70J99-1	UN13D_HUMAN	reviewed	Homo sapiens (Human)	1090
O75191	ENSP00000207870	ENSP00000207870 -> O75191-1	XYLB_HUMAN	reviewed	Homo sapiens (Human)	536
O60431	ENSP00000209540		OR1I1_HUMAN	reviewed	Homo sapiens (Human)	355
P07327	ENSP00000209668		ADH1A_HUMAN	reviewed	Homo sapiens (Human)	375
Q9C075	ENSP00000209718	ENSP00000209718 -> Q9C075-1	K1C23_HUMAN	reviewed	Homo sapiens (Human)	422
Q99741	ENSP00000209728		CDC6_HUMAN	reviewed	Homo sapiens (Human)	560
Q9NRG9	ENSP00000209873	ENSP00000209873 -> Q9NRG9-1	AAAS_HUMAN	reviewed	Homo sapiens (Human)	546
P45973	ENSP00000209875		CBX5_HUMAN	reviewed	Homo sapiens (Human)	191
Q9Y2M5	ENSP00000209884	ENSP00000209884 -> Q9Y2M5-1	KLH20_HUMAN	reviewed	Homo sapiens (Human)	609
Q99518	ENSP00000209929		FMO2_HUMAN	reviewed	Homo sapiens (Human)	535
P49366	ENSP00000210060	ENSP00000210060 -> P49366-1	DHYS_HUMAN	reviewed	Homo sapiens (Human)	369
Q9ULW5	ENSP00000210187	ENSP00000210187 -> Q9ULW5-1	RAB26_HUMAN	reviewed	Homo sapiens (Human)	256
Q16401	ENSP00000210313	ENSP00000210313 -> Q16401-1	PSMD5_HUMAN	reviewed	Homo sapiens (Human)	504
Q9NR45	ENSP00000210444		SIAS_HUMAN	reviewed	Homo sapiens (Human)	359
Q9NTN9	ENSP00000210633	ENSP00000210633 -> Q9NTN9-2	SEM4G_HUMAN	reviewed	Homo sapiens (Human)	838
Q9BZJ3	ENSP00000211076	ENSP00000211076 -> Q9BZJ3-1	TRYD_HUMAN	reviewed	Homo sapiens (Human)	242
Q16772	ENSP00000211122		GSTA3_HUMAN	reviewed	Homo sapiens (Human)	222
O15264	ENSP00000211287	ENSP00000211287 -> O15264-1	MK13_HUMAN	reviewed	Homo sapiens (Human)	365
Q9Y6G1	ENSP00000211314		TM14A_HUMAN	reviewed	Homo sapiens (Human)	99
Q99946	ENSP00000211413	ENSP00000211413 -> Q99946-1	PRRT1_HUMAN	reviewed	Homo sapiens (Human)	306
Q99676	ENSP00000211936		ZN184_HUMAN	reviewed	Homo sapiens (Human)	751
P18206	ENSP00000211998	ENSP00000211998 -> P18206-1	VINC_HUMAN	reviewed	Homo sapiens (Human)	1134
Q96EB6	ENSP00000212015	ENSP00000212015 -> Q96EB6-1	SIR1_HUMAN	reviewed	Homo sapiens (Human)	747
Q03167	ENSP00000212355	ENSP00000212355 -> Q03167-1	TGBR3_HUMAN	reviewed	Homo sapiens (Human)	851
Q13445	ENSP00000214869		TMED1_HUMAN	reviewed	Homo sapiens (Human)	227
P28698	ENSP00000215057	ENSP00000215057 -> P28698-1	MZF1_HUMAN	reviewed	Homo sapiens (Human)	734
Q9H607	ENSP00000215061		OCEL1_HUMAN	reviewed	Homo sapiens (Human)	264
P48556	ENSP00000215071		PSMD8_HUMAN	reviewed	Homo sapiens (Human)	350
P61266	ENSP00000215095	ENSP00000215095 -> P61266-1	STX1B_HUMAN	reviewed	Homo sapiens (Human)	288
O43921	ENSP00000215368		EFNA2_HUMAN	reviewed	Homo sapiens (Human)	213
P30049	ENSP00000215375		ATPD_HUMAN	reviewed	Homo sapiens (Human)	168
Q9HCT0	ENSP00000215530		FGF22_HUMAN	reviewed	Homo sapiens (Human)	170
O75264	ENSP00000215531		SIM24_HUMAN	reviewed	Homo sapiens (Human)	130
P17568	ENSP00000215565		NDUB7_HUMAN	reviewed	Homo sapiens (Human)	137
Q9NZ01	ENSP00000215567	ENSP00000215567 -> Q9NZ01-1	TECR_HUMAN	reviewed	Homo sapiens (Human)	308
Q9Y5L4	ENSP00000215570		TIM13_HUMAN	reviewed	Homo sapiens (Human)	95
P49427	ENSP00000215574		UB2R1_HUMAN	reviewed	Homo sapiens (Human)	236
Q8IVT2	ENSP00000215582		MISP_HUMAN	reviewed	Homo sapiens (Human)	679
O75293	ENSP00000215631		GA45B_HUMAN	reviewed	Homo sapiens (Human)	160
Q13477	ENSP00000215637	ENSP00000215637 -> Q13477-1	MADCA_HUMAN	reviewed	Homo sapiens (Human)	382
P53778	ENSP00000215659	ENSP00000215659 -> P53778-1	MK12_HUMAN	reviewed	Homo sapiens (Human)	367
P05546	ENSP00000215727		HEP2_HUMAN	reviewed	Homo sapiens (Human)	499
O95721	ENSP00000215730		SNP29_HUMAN	reviewed	Homo sapiens (Human)	258
Q9BT49	ENSP00000215742		THAP7_HUMAN	reviewed	Homo sapiens (Human)	309
P24347	ENSP00000215743		MMP11_HUMAN	reviewed	Homo sapiens (Human)	488
P14174	ENSP00000215754		MIF_HUMAN	reviewed	Homo sapiens (Human)	115
A6NHG4	ENSP00000215770		DDTL_HUMAN	reviewed	Homo sapiens (Human)	134
P13725	ENSP00000215781		ONCM_HUMAN	reviewed	Homo sapiens (Human)	252
Q15459	ENSP00000215793	ENSP00000215793 -> Q15459-1	SF3A1_HUMAN	reviewed	Homo sapiens (Human)	793
Q9UMW8	ENSP00000215794	ENSP00000215794 -> Q9UMW8-1	UBP18_HUMAN	reviewed	Homo sapiens (Human)	372
Q9UDX4	ENSP00000215812	ENSP00000215812 -> Q9UDX4-1	S14L3_HUMAN	reviewed	Homo sapiens (Human)	400
P62318	ENSP00000215829	ENSP00000215829 -> P62318-1	SMD3_HUMAN	reviewed	Homo sapiens (Human)	126
P28482	ENSP00000215832	ENSP00000215832 -> P28482-1	MK01_HUMAN	reviewed	Homo sapiens (Human)	360
P20062	ENSP00000215838	ENSP00000215838 -> P20062-1	TCO2_HUMAN	reviewed	Homo sapiens (Human)	427
P26998	ENSP00000215855		CRBB3_HUMAN	reviewed	Homo sapiens (Human)	211
Q9Y6X9	ENSP00000215862	ENSP00000215862 -> Q9Y6X9-2	MORC2_HUMAN	reviewed	Homo sapiens (Human)	1032
P53007	ENSP00000215882		TXTP_HUMAN	reviewed	Homo sapiens (Human)	311
Q9NZ20	ENSP00000215885		PA2G3_HUMAN	reviewed	Homo sapiens (Human)	509
P05162	ENSP00000215886		LEG2_HUMAN	reviewed	Homo sapiens (Human)	132
Q96GD0	ENSP00000215904	ENSP00000215904 -> Q96GD0-1	PLPP_HUMAN	reviewed	Homo sapiens (Human)	296
Q6ICH7	ENSP00000215906		ASPH2_HUMAN	reviewed	Homo sapiens (Human)	369
P09382	ENSP00000215909		LEG1_HUMAN	reviewed	Homo sapiens (Human)	135
Q96FE7	ENSP00000215912	ENSP00000215912 -> Q96FE7-1	P3IP1_HUMAN	reviewed	Homo sapiens (Human)	263
Q9UH36	ENSP00000215917		SRR1L_HUMAN	reviewed	Homo sapiens (Human)	339
Q6NXT1	ENSP00000215941	ENSP00000215941 -> Q6NXT1-1	ANR54_HUMAN	reviewed	Homo sapiens (Human)	300
Q8N3F8	ENSP00000215957		MILK1_HUMAN	reviewed	Homo sapiens (Human)	863
Q9NSP4	ENSP00000215980	ENSP00000215980 -> Q9NSP4-1	CENPM_HUMAN	reviewed	Homo sapiens (Human)	180
Q14565	ENSP00000216024	ENSP00000216024 -> Q14565-1	DMC1_HUMAN	reviewed	Homo sapiens (Human)	340
Q8IWL3	ENSP00000216027		HSC20_HUMAN	reviewed	Homo sapiens (Human)	235
Q9NS69	ENSP00000216034		TOM22_HUMAN	reviewed	Homo sapiens (Human)	142
Q9UHP6	ENSP00000216036		RSP14_HUMAN	reviewed	Homo sapiens (Human)	348
P17861	ENSP00000216037	ENSP00000216037 -> P17861-1	XBP1_HUMAN	reviewed	Homo sapiens (Human)	261
Q9Y3I0	ENSP00000216038		RTCB_HUMAN	reviewed	Homo sapiens (Human)	505
Q15040	ENSP00000216039		JOS1_HUMAN	reviewed	Homo sapiens (Human)	202
O00178	ENSP00000216044		GTPB1_HUMAN	reviewed	Homo sapiens (Human)	669
O96015	ENSP00000216068		DNAL4_HUMAN	reviewed	Homo sapiens (Human)	105
O95567	ENSP00000216071		CV031_HUMAN	reviewed	Homo sapiens (Human)	290
Q9UGB7	ENSP00000216075	ENSP00000216075 -> Q9UGB7-1	MIOX_HUMAN	reviewed	Homo sapiens (Human)	285
Q9Y3P4	ENSP00000216085		RHBD3_HUMAN	reviewed	Homo sapiens (Human)	386
Q96AK3	ENSP00000216099		ABC3D_HUMAN	reviewed	Homo sapiens (Human)	386
Q92737	ENSP00000216101	ENSP00000216101 -> Q92737-1	RSLAA_HUMAN	reviewed	Homo sapiens (Human)	203
Q9UGU5	ENSP00000216106		HMGX4_HUMAN	reviewed	Homo sapiens (Human)	601
Q13323	ENSP00000216115		BIK_HUMAN	reviewed	Homo sapiens (Human)	160
P09601	ENSP00000216117		HMOX1_HUMAN	reviewed	Homo sapiens (Human)	288
Q9BPW8	ENSP00000216121		NIPS1_HUMAN	reviewed	Homo sapiens (Human)	284
P33992	ENSP00000216122		MCM5_HUMAN	reviewed	Homo sapiens (Human)	734
A0A0C4DFZ2	ENSP00000216124		A0A0C4DFZ2_HUMAN	unreviewed	Homo sapiens (Human)	509
Q96D21	ENSP00000216127		RHES_HUMAN	reviewed	Homo sapiens (Human)	266
Q14166	ENSP00000216129		TTL12_HUMAN	reviewed	Homo sapiens (Human)	644
O95931	ENSP00000216133		CBX7_HUMAN	reviewed	Homo sapiens (Human)	251
P10323	ENSP00000216139		ACRO_HUMAN	reviewed	Homo sapiens (Human)	421
Q86V35	ENSP00000216144		CABP7_HUMAN	reviewed	Homo sapiens (Human)	215
Q15750	ENSP00000216160	ENSP00000216160 -> Q15750-1	TAB1_HUMAN	reviewed	Homo sapiens (Human)	504
Q7Z6Z6	ENSP00000216177	ENSP00000216177 -> Q7Z6Z6-1	PLPL5_HUMAN	reviewed	Homo sapiens (Human)	429
Q9NST1	ENSP00000216180	ENSP00000216180 -> Q9NST1-1	PLPL3_HUMAN	reviewed	Homo sapiens (Human)	481
P35579	ENSP00000216181	ENSP00000216181 -> P35579-1	MYH9_HUMAN	reviewed	Homo sapiens (Human)	1960
Q99757	ENSP00000216185		THIOM_HUMAN	reviewed	Homo sapiens (Human)	166
O15371	ENSP00000216190	ENSP00000216190 -> O15371-1	EIF3D_HUMAN	reviewed	Homo sapiens (Human)	548
P20472	ENSP00000216200		PRVA_HUMAN	reviewed	Homo sapiens (Human)	110
O75631	ENSP00000216211	ENSP00000216211 -> O75631-1	UPK3A_HUMAN	reviewed	Homo sapiens (Human)	287
Q9NWS6	ENSP00000216214	ENSP00000216214 -> Q9NWS6-1	F118A_HUMAN	reviewed	Homo sapiens (Human)	357
P50502	ENSP00000216218		F10A1_HUMAN	reviewed	Homo sapiens (Human)	369
P14784	ENSP00000216223		IL2RB_HUMAN	reviewed	Homo sapiens (Human)	551
P62877	ENSP00000216225		RBX1_HUMAN	reviewed	Homo sapiens (Human)	108
Q969R5	ENSP00000216237	ENSP00000216237 -> Q969R5-1	LMBL2_HUMAN	reviewed	Homo sapiens (Human)	705
Q6NUI6	ENSP00000216241	ENSP00000216241 -> Q6NUI6-1	CHADL_HUMAN	reviewed	Homo sapiens (Human)	762
Q7RTV0	ENSP00000216252		PHF5A_HUMAN	reviewed	Homo sapiens (Human)	110
Q99798	ENSP00000216254		ACON_HUMAN	reviewed	Homo sapiens (Human)	780
Q92871	ENSP00000216259		PMM1_HUMAN	reviewed	Homo sapiens (Human)	262
Q8TCT0	ENSP00000216264	ENSP00000216264 -> Q8TCT0-1	CERK1_HUMAN	reviewed	Homo sapiens (Human)	537
O95696	ENSP00000216267	ENSP00000216267 -> O95696-1	BRD1_HUMAN	reviewed	Homo sapiens (Human)	1058
O75132	ENSP00000216268		ZBED4_HUMAN	reviewed	Homo sapiens (Human)	1171
Q969S8	ENSP00000216271	ENSP00000216271 -> Q969S8-1	HDA10_HUMAN	reviewed	Homo sapiens (Human)	669
Q9Y572	ENSP00000216274	ENSP00000216274 -> Q9Y572-1	RIPK3_HUMAN	reviewed	Homo sapiens (Human)	518
P51003	ENSP00000216277	ENSP00000216277 -> P51003-1	PAPOA_HUMAN	reviewed	Homo sapiens (Human)	745
Q14112	ENSP00000216286	ENSP00000216286 -> Q14112-1	NID2_HUMAN	reviewed	Homo sapiens (Human)	1375
Q16533	ENSP00000216294		SNPC1_HUMAN	reviewed	Homo sapiens (Human)	368
Q9Y5B9	ENSP00000216297		SP16H_HUMAN	reviewed	Homo sapiens (Human)	1047
Q00688	ENSP00000216330		FKBP3_HUMAN	reviewed	Homo sapiens (Human)	224
P08311	ENSP00000216336		CATG_HUMAN	reviewed	Homo sapiens (Human)	255
P20718	ENSP00000216338	ENSP00000216338 -> P20718-1	GRAH_HUMAN	reviewed	Homo sapiens (Human)	246
P10144	ENSP00000216341		GRAB_HUMAN	reviewed	Homo sapiens (Human)	247
Q9Y587	ENSP00000216366	ENSP00000216366 -> Q9Y587-2	AP4S1_HUMAN	reviewed	Homo sapiens (Human)	144
P56282	ENSP00000216367	ENSP00000216367 -> P56282-1	DPOE2_HUMAN	reviewed	Homo sapiens (Human)	527
Q07890	ENSP00000216373	ENSP00000216373 -> Q07890-1	SOS2_HUMAN	reviewed	Homo sapiens (Human)	1332
P06737	ENSP00000216392	ENSP00000216392 -> P06737-1	PYGL_HUMAN	reviewed	Homo sapiens (Human)	847
Q96EK6	ENSP00000216410		GNA1_HUMAN	reviewed	Homo sapiens (Human)	184
O95406	ENSP00000216416		CNIH1_HUMAN	reviewed	Homo sapiens (Human)	144
Q99675	ENSP00000216420		CGRF1_HUMAN	reviewed	Homo sapiens (Human)	332
Q9Y5K8	ENSP00000216442		VATD_HUMAN	reviewed	Homo sapiens (Human)	247
Q9NYT0	ENSP00000216446		PLEK2_HUMAN	reviewed	Homo sapiens (Human)	353
Q14442	ENSP00000216452		PIGH_HUMAN	reviewed	Homo sapiens (Human)	188
P25788	ENSP00000216455	ENSP00000216455 -> P25788-1	PSA3_HUMAN	reviewed	Homo sapiens (Human)	255
A0A0C4DFM0	ENSP00000216465		A0A0C4DFM0_HUMAN	unreviewed	Homo sapiens (Human)	216
Q6PL24	ENSP00000216468		TMED8_HUMAN	reviewed	Homo sapiens (Human)	325
Q9P1V8	ENSP00000216471	ENSP00000216471 -> Q9P1V8-1	SAM15_HUMAN	reviewed	Homo sapiens (Human)	674
O95433	ENSP00000216479	ENSP00000216479 -> O95433-1	AHSA1_HUMAN	reviewed	Homo sapiens (Human)	338
O15270	ENSP00000216484		SPTC2_HUMAN	reviewed	Homo sapiens (Human)	562
Q8TB24	ENSP00000216487	ENSP00000216487 -> Q8TB24-1	RIN3_HUMAN	reviewed	Homo sapiens (Human)	985
Q13686	ENSP00000216489		ALKB1_HUMAN	reviewed	Homo sapiens (Human)	389
P10645	ENSP00000216492		CMGA_HUMAN	reviewed	Homo sapiens (Human)	457
Q9Y394	ENSP00000216500	ENSP00000216500 -> Q9Y394-1	DHRS7_HUMAN	reviewed	Homo sapiens (Human)	339
Q9UIU6	ENSP00000216513		SIX4_HUMAN	reviewed	Homo sapiens (Human)	781
Q14973	ENSP00000216540		NTCP_HUMAN	reviewed	Homo sapiens (Human)	349
P55010	ENSP00000216554		IF5_HUMAN	reviewed	Homo sapiens (Human)	431
Q9BQ24	ENSP00000216602	ENSP00000216602 -> Q9BQ24-2	ZFY21_HUMAN	reviewed	Homo sapiens (Human)	234
P11586	ENSP00000216605		C1TC_HUMAN	reviewed	Homo sapiens (Human)	935
P46663	ENSP00000216629		BKRB1_HUMAN	reviewed	Homo sapiens (Human)	353
Q99986	ENSP00000216639		VRK1_HUMAN	reviewed	Homo sapiens (Human)	396
P27695	ENSP00000216714		APEX1_HUMAN	reviewed	Homo sapiens (Human)	318
Q86U42	ENSP00000216727	ENSP00000216727 -> Q86U42-1	PABP2_HUMAN	reviewed	Homo sapiens (Human)	306
O43281	ENSP00000216733	ENSP00000216733 -> O43281-1	EFS_HUMAN	reviewed	Homo sapiens (Human)	561
Q9BW66	ENSP00000216756	ENSP00000216756 -> Q9BW66-1	CINP_HUMAN	reviewed	Homo sapiens (Human)	212
Q16822	ENSP00000216780	ENSP00000216780 -> Q16822-1	PCKGM_HUMAN	reviewed	Homo sapiens (Human)	640
P25963	ENSP00000216797		IKBA_HUMAN	reviewed	Homo sapiens (Human)	317
Q9UL46	ENSP00000216802		PSME2_HUMAN	reviewed	Homo sapiens (Human)	239
Q5PSV4	ENSP00000216807	ENSP00000216807 -> Q5PSV4-1	BRM1L_HUMAN	reviewed	Homo sapiens (Human)	323
Q9H307	ENSP00000216832		PININ_HUMAN	reviewed	Homo sapiens (Human)	717
Q07973	ENSP00000216862	ENSP00000216862 -> Q07973-1	CP24A_HUMAN	reviewed	Homo sapiens (Human)	514
O14965	ENSP00000216911		AURKA_HUMAN	reviewed	Homo sapiens (Human)	403
Q9NTW7	ENSP00000216923	ENSP00000216923 -> Q9NTW7-5	ZF64B_HUMAN	reviewed	Homo sapiens (Human)	645
P11216	ENSP00000216962		PYGB_HUMAN	reviewed	Homo sapiens (Human)	843
Q9UNN8	ENSP00000216968		EPCR_HUMAN	reviewed	Homo sapiens (Human)	238
P10244	ENSP00000217026	ENSP00000217026 -> P10244-1	MYBB_HUMAN	reviewed	Homo sapiens (Human)	700
Q9H3Y0	ENSP00000217043		CRSPL_HUMAN	reviewed	Homo sapiens (Human)	253
Q9UJQ4	ENSP00000217086	ENSP00000217086 -> Q9UJQ4-1	SALL4_HUMAN	reviewed	Homo sapiens (Human)	1053
Q05048	ENSP00000217109		CSTF1_HUMAN	reviewed	Homo sapiens (Human)	431
O43399	ENSP00000217121	ENSP00000217121 -> O43399-7	TPD54_HUMAN	reviewed	Homo sapiens (Human)	206
Q9UBR2	ENSP00000217131		CATZ_HUMAN	reviewed	Homo sapiens (Human)	303
Q9H4B7	ENSP00000217133		TBB1_HUMAN	reviewed	Homo sapiens (Human)	451
Q96BD0	ENSP00000217159	ENSP00000217159 -> Q96BD0-1	SO4A1_HUMAN	reviewed	Homo sapiens (Human)	722
Q96CA5	ENSP00000217169	ENSP00000217169 -> Q96CA5-1	BIRC7_HUMAN	reviewed	Homo sapiens (Human)	298
O94941	ENSP00000217173	ENSP00000217173 -> O94941-1	RNF37_HUMAN	reviewed	Homo sapiens (Human)	541
Q05639	ENSP00000217182		EF1A2_HUMAN	reviewed	Homo sapiens (Human)	463
Q9H3Y6	ENSP00000217188		SRMS_HUMAN	reviewed	Homo sapiens (Human)	488
Q9GZN8	ENSP00000217195	ENSP00000217195 -> Q9GZN8-2	CT027_HUMAN	reviewed	Homo sapiens (Human)	174
Q96RU7	ENSP00000217233		TRIB3_HUMAN	reviewed	Homo sapiens (Human)	358
P68400	ENSP00000217244	ENSP00000217244 -> P68400-1	CSK21_HUMAN	reviewed	Homo sapiens (Human)	391
A1Z1Q3	ENSP00000217246	ENSP00000217246 -> A1Z1Q3-2	MACD2_HUMAN	reviewed	Homo sapiens (Human)	425
Q9NQ40	ENSP00000217254	ENSP00000217254 -> Q9NQ40-1	S52A3_HUMAN	reviewed	Homo sapiens (Human)	469
Q2I0M5	ENSP00000217260	ENSP00000217260 -> Q2I0M5-1	RSPO4_HUMAN	reviewed	Homo sapiens (Human)	234
Q8NFJ6	ENSP00000217270		PKR2_HUMAN	reviewed	Homo sapiens (Human)	384
Q9BQL6	ENSP00000217289	ENSP00000217289 -> Q9BQL6-1	FERM1_HUMAN	reviewed	Homo sapiens (Human)	677
A0PJX2	ENSP00000217320		TLDC2_HUMAN	reviewed	Homo sapiens (Human)	215
Q96SZ6	ENSP00000217372	ENSP00000217372 -> Q96SZ6-3	CK5P1_HUMAN	reviewed	Homo sapiens (Human)	601
Q13424	ENSP00000217381	ENSP00000217381 -> Q13424-1	SNTA1_HUMAN	reviewed	Homo sapiens (Human)	505
P01178	ENSP00000217386		NEU1_HUMAN	reviewed	Homo sapiens (Human)	125
Q9H444	ENSP00000217402		CHM4B_HUMAN	reviewed	Homo sapiens (Human)	224
P18428	ENSP00000217407		LBP_HUMAN	reviewed	Homo sapiens (Human)	481
Q9H598	ENSP00000217420		VIAAT_HUMAN	reviewed	Homo sapiens (Human)	525
P01036	ENSP00000217423		CYTS_HUMAN	reviewed	Homo sapiens (Human)	141
P23526	ENSP00000217426	ENSP00000217426 -> P23526-1	SAHH_HUMAN	reviewed	Homo sapiens (Human)	432
P49223	ENSP00000217428		SPIT3_HUMAN	reviewed	Homo sapiens (Human)	89
Q9H490	ENSP00000217446	ENSP00000217446 -> Q9H490-1	PIGU_HUMAN	reviewed	Homo sapiens (Human)	435
O14734	ENSP00000217455		ACOT8_HUMAN	reviewed	Homo sapiens (Human)	319
Q9HDC9	ENSP00000217456	ENSP00000217456 -> Q9HDC9-1	APMAP_HUMAN	reviewed	Homo sapiens (Human)	416
O43396	ENSP00000217515		TXNL1_HUMAN	reviewed	Homo sapiens (Human)	289
P19105	ENSP00000217652		ML12A_HUMAN	reviewed	Homo sapiens (Human)	171
Q96EQ8	ENSP00000217740		RN125_HUMAN	reviewed	Homo sapiens (Human)	232
P51553	ENSP00000217901	ENSP00000217901 -> P51553-1	IDH3G_HUMAN	reviewed	Homo sapiens (Human)	393
Q8WUT9	ENSP00000217909	ENSP00000217909 -> Q8WUT9-1	S2543_HUMAN	reviewed	Homo sapiens (Human)	341
Q9NR99	ENSP00000217939		MXRA5_HUMAN	reviewed	Homo sapiens (Human)	2828
O75832	ENSP00000217958	ENSP00000217958 -> O75832-1	PSD10_HUMAN	reviewed	Homo sapiens (Human)	226
P08842	ENSP00000217961		STS_HUMAN	reviewed	Homo sapiens (Human)	583
O00264	ENSP00000217971	ENSP00000217971 -> O00264-1	PGRC1_HUMAN	reviewed	Homo sapiens (Human)	195
Q8NHV9	ENSP00000217999		RHXF1_HUMAN	reviewed	Homo sapiens (Human)	184
Q9NPJ8	ENSP00000218004	ENSP00000218004 -> Q9NPJ8-3	NXT2_HUMAN	reviewed	Homo sapiens (Human)	142
P51841	ENSP00000218006		GUC2F_HUMAN	reviewed	Homo sapiens (Human)	1108
Q9UN42	ENSP00000218008	ENSP00000218008 -> Q9UN42-1	AT1B4_HUMAN	reviewed	Homo sapiens (Human)	357
O60829	ENSP00000218068		PAGE4_HUMAN	reviewed	Homo sapiens (Human)	102
P23416	ENSP00000218075	ENSP00000218075 -> P23416-1	GLRA2_HUMAN	reviewed	Homo sapiens (Human)	452
Q8N3U4	ENSP00000218089	ENSP00000218089 -> Q8N3U4-2	STAG2_HUMAN	reviewed	Homo sapiens (Human)	1231
P00740	ENSP00000218099	ENSP00000218099 -> P00740-1	FA9_HUMAN	reviewed	Homo sapiens (Human)	461
P33897	ENSP00000218104		ABCD1_HUMAN	reviewed	Homo sapiens (Human)	745
Q9NSA2	ENSP00000218176	ENSP00000218176 -> Q9NSA2-1	KCND1_HUMAN	reviewed	Homo sapiens (Human)	647
O60828	ENSP00000218224	ENSP00000218224 -> O60828-1	PQBP1_HUMAN	reviewed	Homo sapiens (Human)	265
Q9UHG2	ENSP00000218230		PCS1N_HUMAN	reviewed	Homo sapiens (Human)	260
P0C0E4	ENSP00000218249		RB40L_HUMAN	reviewed	Homo sapiens (Human)	278
Q13585	ENSP00000218316		MTR1L_HUMAN	reviewed	Homo sapiens (Human)	617
O75695	ENSP00000218340		XRP2_HUMAN	reviewed	Homo sapiens (Human)	350
P51784	ENSP00000218348		UBP11_HUMAN	reviewed	Homo sapiens (Human)	963
P01033	ENSP00000218388		TIMP1_HUMAN	reviewed	Homo sapiens (Human)	207
Q6UXX5	ENSP00000218436		ITIH6_HUMAN	reviewed	Homo sapiens (Human)	1313
P06280	ENSP00000218516		AGAL_HUMAN	reviewed	Homo sapiens (Human)	429
P54707	ENSP00000218548	ENSP00000218548 -> P54707-2	AT12A_HUMAN	reviewed	Homo sapiens (Human)	1039
O43193	ENSP00000218721	ENSP00000218721 -> O43193-1	MTLR_HUMAN	reviewed	Homo sapiens (Human)	412
Q13326	ENSP00000218867		SGCG_HUMAN	reviewed	Homo sapiens (Human)	291
Q6UX06	ENSP00000219022		OLFM4_HUMAN	reviewed	Homo sapiens (Human)	510
O14978	ENSP00000219069		ZN263_HUMAN	reviewed	Homo sapiens (Human)	683
P08253	ENSP00000219070	ENSP00000219070 -> P08253-1	MMP2_HUMAN	reviewed	Homo sapiens (Human)	660
Q9Y5N6	ENSP00000219097		ORC6_HUMAN	reviewed	Homo sapiens (Human)	252
Q9BSU1	ENSP00000219139	ENSP00000219139 -> Q9BSU1-1	CP070_HUMAN	reviewed	Homo sapiens (Human)	422
P31146	ENSP00000219150		COR1A_HUMAN	reviewed	Homo sapiens (Human)	461
P47944	ENSP00000219162		MT4_HUMAN	reviewed	Homo sapiens (Human)	62
P61970	ENSP00000219169		NTF2_HUMAN	reviewed	Homo sapiens (Human)	127
